time,.data
1969/12/31/22:13:59.740000,-1.25866800436722
1969/12/31/22:13:59.750000,-1.25866800436722
1969/12/31/22:13:59.750000,-1.25866800436722
1969/12/31/22:13:59.760000,-1.25866800436722
1969/12/31/22:13:59.760000,-1.25866800436722
1969/12/31/22:13:59.770000,-1.25866800436722
1969/12/31/22:13:59.770000,-1.211656514142
1969/12/31/22:13:59.780000,-1.211656514142
1969/12/31/22:13:59.780000,-1.2022878262401848
1969/12/31/22:13:59.790000,-1.2022878262401848
1969/12/31/22:13:59.790000,-1.2022878262401848
1969/12/31/22:13:59.800000,-1.2022878262401848
1969/12/31/22:13:59.800000,-1.2022878262401848
1969/12/31/22:13:59.810000,-1.2022878262401848
1969/12/31/22:13:59.810000,-1.2022878262401848
1969/12/31/22:13:59.820000,-1.2022878262401848
1969/12/31/22:13:59.820000,-1.1646155141909893
1969/12/31/22:13:59.830000,-1.1646155141909893
1969/12/31/22:13:59.830000,-1.1646155141909893
1969/12/31/22:13:59.840000,-1.1646155141909893
1969/12/31/22:13:59.840000,-1.1646155141909893
1969/12/31/22:13:59.850000,-1.1646155141909893
1969/12/31/22:13:59.850000,-1.1646155141909893
1969/12/31/22:13:59.860000,-1.1646155141909893
1969/12/31/22:13:59.860000,-1.1646155141909893
1969/12/31/22:13:59.870000,-1.1646155141909893
1969/12/31/22:13:59.870000,-1.1284305785778719
1969/12/31/22:13:59.880000,-1.1284305785778719
1969/12/31/22:13:59.880000,-1.1284305785778719
1969/12/31/22:13:59.890000,-1.1284305785778719
1969/12/31/22:13:59.890000,-1.1284305785778719
1969/12/31/22:13:59.900000,-1.1284305785778719
1969/12/31/22:13:59.900000,-1.1284305785778719
1969/12/31/22:13:59.910000,-1.1284305785778719
1969/12/31/22:13:59.910000,-1.1284305785778719
1969/12/31/22:13:59.920000,-1.1284305785778719
1969/12/31/22:13:59.920000,-1.0844016044084985
1969/12/31/22:13:59.930000,-1.0844016044084985
1969/12/31/22:13:59.930000,-1.0844016044084985
1969/12/31/22:13:59.940000,-1.0844016044084985
1969/12/31/22:13:59.940000,-1.0844016044084985
1969/12/31/22:13:59.950000,-1.0844016044084985
1969/12/31/22:13:59.950000,-1.0844016044084985
1969/12/31/22:13:59.960000,-1.0844016044084985
1969/12/31/22:13:59.960000,-1.04108937868155
1969/12/31/22:13:59.970000,-1.04108937868155
1969/12/31/22:13:59.970000,-1.04108937868155
1969/12/31/22:13:59.980000,-1.04108937868155
1969/12/31/22:13:59.980000,-1.04108937868155
1969/12/31/22:13:59.990000,-1.04108937868155
1969/12/31/22:13:59.990000,-1.04108937868155
1969/12/31/22:14:00.000000,-1.04108937868155
1969/12/31/22:14:00.000000,-1.04108937868155
1969/12/31/22:14:00.010000,-1.04108937868155
1969/12/31/22:14:00.010000,-0.9977572381188072
1969/12/31/22:14:00.020000,-0.9977572381188072
1969/12/31/22:14:00.020000,-0.9884775452825723
1969/12/31/22:14:00.030000,-0.9884775452825723
1969/12/31/22:14:00.030000,-0.9884775452825723
1969/12/31/22:14:00.040000,-0.9884775452825723
1969/12/31/22:14:00.040000,-0.9884775452825723
1969/12/31/22:14:00.050000,-0.9884775452825723
1969/12/31/22:14:00.050000,-0.9884775452825723
1969/12/31/22:14:00.060000,-0.9884775452825723
1969/12/31/22:14:00.060000,-0.947784041283543
1969/12/31/22:14:00.070000,-0.947784041283543
1969/12/31/22:14:00.070000,-0.947784041283543
1969/12/31/22:14:00.080000,-0.947784041283543
1969/12/31/22:14:00.080000,-0.947784041283543
1969/12/31/22:14:00.090000,-0.947784041283543
1969/12/31/22:14:00.090000,-0.947784041283543
1969/12/31/22:14:00.100000,-0.947784041283543
1969/12/31/22:14:00.100000,-0.947784041283543
1969/12/31/22:14:00.110000,-0.947784041283543
