time,.linear.x,.linear.y,.linear.z,.angular.x,.angular.y,.angular.z
1969/12/31/22:13:58.630000,2.762225998959156,0.0,0.0,0.0,0.0,-0.17459863173073867
1969/12/31/22:13:58.640000,2.762225998959156,0.0,0.0,0.0,0.0,-0.17459863173073867
1969/12/31/22:13:58.640000,2.762225998959156,0.0,0.0,0.0,0.0,-0.17459863173073867
1969/12/31/22:13:58.650000,2.762225998959156,0.0,0.0,0.0,0.0,-0.17459863173073867
1969/12/31/22:13:58.650000,2.762225998959156,0.0,0.0,0.0,0.0,-0.17459863173073867
1969/12/31/22:13:58.660000,2.762225998959156,0.0,0.0,0.0,0.0,-0.17459863173073867
1969/12/31/22:13:58.660000,2.762225998959156,0.0,0.0,0.0,0.0,-0.17459863173073867
1969/12/31/22:13:58.670000,2.762225998959156,0.0,0.0,0.0,0.0,-0.17459863173073867
1969/12/31/22:13:58.670000,2.739257735474448,0.0,0.0,0.0,0.0,-0.1667282821631782
1969/12/31/22:13:58.680000,2.739257735474448,0.0,0.0,0.0,0.0,-0.1667282821631782
1969/12/31/22:13:58.680000,2.7378442884269565,0.0,0.0,0.0,0.0,-0.16726781500961577
1969/12/31/22:13:58.690000,2.7378442884269565,0.0,0.0,0.0,0.0,-0.16726781500961577
1969/12/31/22:13:58.690000,2.7378442884269565,0.0,0.0,0.0,0.0,-0.16726781500961577
1969/12/31/22:13:58.700000,2.7378442884269565,0.0,0.0,0.0,0.0,-0.16726781500961577
1969/12/31/22:13:58.700000,2.7378442884269565,0.0,0.0,0.0,0.0,-0.16726781500961577
1969/12/31/22:13:58.710000,2.7378442884269565,0.0,0.0,0.0,0.0,-0.16726781500961577
1969/12/31/22:13:58.710000,2.7378442884269565,0.0,0.0,0.0,0.0,-0.16726781500961577
1969/12/31/22:13:58.720000,2.7378442884269565,0.0,0.0,0.0,0.0,-0.16726781500961577
1969/12/31/22:13:58.720000,2.7378442884269565,0.0,0.0,0.0,0.0,-0.16726781500961577
1969/12/31/22:13:58.730000,2.7378442884269565,0.0,0.0,0.0,0.0,-0.16726781500961577
